Pose,Real_Class,Docking_score
CHEMBL198091_size_20_002,Inactive,-2.1
CHEMBL198166_size_20_001,Inactive,-7.6
CHEMBL198166_size_20_002,Inactive,-5.6
CHEMBL198166_size_20_003,Inactive,-5.1
CHEMBL198170_size_20_001,Inactive,-7.5
CHEMBL198170_size_20_002,Inactive,-6
CHEMBL198207_size_20_001,Inactive,-9.1
CHEMBL198207_size_20_002,Inactive,-6.2
CHEMBL198266_size_20_001,Inactive,-3.4
CHEMBL198266_size_20_002,Inactive,-2.5
CHEMBL198266_size_20_003,Inactive,-2.3
CHEMBL198266_size_20_004,Inactive,-2
CHEMBL198269_size_20_001,Inactive,-8.3
CHEMBL198365_size_20_001,Inactive,-5.1
CHEMBL198493_size_20_001,Inactive,-6.6
CHEMBL198493_size_20_002,Inactive,-3.9
CHEMBL198605_size_20_001,Inactive,-5.2
CHEMBL198605_size_20_002,Inactive,-4.8
CHEMBL198605_size_20_003,Inactive,-4.4
CHEMBL198605_size_20_004,Inactive,-3.2
CHEMBL198605_size_20_005,Inactive,-2.7
CHEMBL198623_size_20_001,Inactive,-7
CHEMBL198623_size_20_002,Inactive,-6.9
CHEMBL198708_size_20_001,Inactive,-8.1
CHEMBL198708_size_20_002,Inactive,-8
CHEMBL198708_size_20_003,Inactive,-6.8
CHEMBL199121_size_20_001,Inactive,-7.4
CHEMBL199121_size_20_002,Inactive,-6
CHEMBL199121_size_20_003,Inactive,-5.3
CHEMBL199125_size_20_001,Inactive,-7
CHEMBL199125_size_20_002,Inactive,-6
CHEMBL199172_size_20_001,Inactive,-7.2
CHEMBL199172_size_20_002,Inactive,-6.8
CHEMBL199172_size_20_003,Inactive,-6.7
CHEMBL199172_size_20_004,Inactive,-6.5
CHEMBL199172_size_20_005,Inactive,-6.5
CHEMBL199172_size_20_006,Inactive,-4.8
CHEMBL199172_size_20_007,Inactive,-4.6
CHEMBL199225_size_20_001,Inactive,-7
CHEMBL199225_size_20_002,Inactive,-5.7
CHEMBL199225_size_20_003,Inactive,-5.3
CHEMBL199225_size_20_004,Inactive,-4.9
CHEMBL199244_size_20_001,Inactive,-3.9
CHEMBL199362_size_20_001,Inactive,-7.5
CHEMBL199362_size_20_002,Inactive,-7.3
CHEMBL199362_size_20_003,Inactive,-7.1
CHEMBL199362_size_20_004,Inactive,-6.4
CHEMBL199362_size_20_005,Inactive,-6.3
CHEMBL199362_size_20_006,Inactive,-4.6
CHEMBL199372_size_20_001,Inactive,-10.8
CHEMBL199372_size_20_002,Inactive,-7.9
CHEMBL199459_size_20_001,Inactive,-9.6
CHEMBL199459_size_20_002,Inactive,-8.6
CHEMBL199677_size_20_001,Inactive,-9.8
CHEMBL199677_size_20_002,Inactive,-8.2
CHEMBL199677_size_20_003,Inactive,-7.4
CHEMBL199782_size_20_001,Inactive,-10.3
CHEMBL199814_size_20_001,Inactive,-8.3
CHEMBL199814_size_20_002,Inactive,-8
CHEMBL199819_size_20_001,Inactive,-9.8
CHEMBL199819_size_20_002,Inactive,-8.5
CHEMBL199819_size_20_003,Inactive,-7.9
CHEMBL199819_size_20_004,Inactive,-6.9
CHEMBL199823_size_20_001,Inactive,-10.2
CHEMBL200571_size_20_001,Inactive,-9.6
CHEMBL200571_size_20_002,Inactive,-9.2
CHEMBL200571_size_20_003,Inactive,-6.8
CHEMBL200610_size_20_001,Inactive,-8
CHEMBL200610_size_20_002,Inactive,-6.9
CHEMBL200611_size_20_001,Inactive,-10
CHEMBL200611_size_20_002,Inactive,-10
CHEMBL200611_size_20_003,Inactive,-8.5
CHEMBL200732_size_20_001,Inactive,-5.8
CHEMBL200732_size_20_002,Inactive,-4.9
CHEMBL200810_size_20_001,Inactive,-9
CHEMBL200810_size_20_002,Inactive,-8.8
CHEMBL200810_size_20_003,Inactive,-7.2
CHEMBL200810_size_20_004,Inactive,-6.5
CHEMBL200811_size_20_001,Inactive,-9.1
CHEMBL200811_size_20_002,Inactive,-8.8
CHEMBL200811_size_20_003,Inactive,-8.3
CHEMBL200952_size_20_001,Inactive,-8.3
CHEMBL200952_size_20_002,Inactive,-6.9
CHEMBL200984_size_20_001,Inactive,-10.5
CHEMBL200984_size_20_002,Inactive,-9.7
CHEMBL2011538_size_20_001,Inactive,-6.7
CHEMBL2011538_size_20_002,Inactive,-6.5
CHEMBL2011539_size_20_001,Inactive,-7.3
CHEMBL2011539_size_20_002,Inactive,-6.7
CHEMBL2011539_size_20_003,Inactive,-5.7
CHEMBL2011540_size_20_001,Inactive,-8.1
CHEMBL2011540_size_20_002,Inactive,-7
CHEMBL2011540_size_20_003,Inactive,-6.5
CHEMBL2011540_size_20_004,Inactive,-5.6
CHEMBL2011541_size_20_001,Inactive,-7.1
CHEMBL2011541_size_20_002,Inactive,-6.9
CHEMBL2011541_size_20_003,Inactive,-6.5
CHEMBL2011541_size_20_004,Inactive,-6.1
CHEMBL2011543_size_20_001,Inactive,-5.7
CHEMBL2011543_size_20_002,Inactive,-4.6
CHEMBL2011543_size_20_003,Inactive,-4.2
CHEMBL2011543_size_20_004,Inactive,-3.3
CHEMBL2011543_size_20_005,Inactive,-3
CHEMBL2011544_size_20_001,Inactive,-6.2
CHEMBL2011544_size_20_002,Inactive,-6.1
CHEMBL2011544_size_20_003,Inactive,-5.9
CHEMBL2011544_size_20_004,Inactive,-5.7
CHEMBL2011544_size_20_005,Inactive,-5.7
CHEMBL2011544_size_20_006,Inactive,-3.8
CHEMBL2011545_size_20_001,Inactive,-6.8
CHEMBL2011545_size_20_002,Inactive,-6.4
CHEMBL2011545_size_20_003,Inactive,-6
CHEMBL2011545_size_20_004,Inactive,-5.9
CHEMBL2011545_size_20_005,Inactive,-5.6
CHEMBL2011545_size_20_006,Inactive,-5.5
CHEMBL2011545_size_20_007,Inactive,-4.6
CHEMBL2011545_size_20_008,Inactive,-4.5
CHEMBL201202_size_20_001,Inactive,-9.1
CHEMBL201202_size_20_002,Inactive,-8.8
CHEMBL201202_size_20_003,Inactive,-8.7
CHEMBL201632_size_20_001,Inactive,-8.7
CHEMBL201632_size_20_002,Inactive,-5.8
CHEMBL202087_size_20_001,Inactive,-8.2
CHEMBL202087_size_20_002,Inactive,-7.3
CHEMBL202137_size_20_001,Inactive,-8.7
CHEMBL202137_size_20_002,Inactive,-7.2
CHEMBL202137_size_20_003,Inactive,-6.4
CHEMBL202137_size_20_004,Inactive,-6.2
CHEMBL202140_size_20_001,Inactive,-9.1
CHEMBL202140_size_20_002,Inactive,-8.4
CHEMBL202240_size_20_001,Inactive,-4.1
CHEMBL2022406_size_20_001,Inactive,-3.6
CHEMBL2022406_size_20_002,Inactive,-10.1
CHEMBL202246_size_20_001,Inactive,-9.6
CHEMBL202246_size_20_002,Inactive,-7.6
CHEMBL202246_size_20_003,Inactive,-6.7
CHEMBL2024606_size_20_001,Inactive,-7.3
CHEMBL2024606_size_20_002,Inactive,-7.2
CHEMBL2024606_size_20_003,Inactive,-4.4
CHEMBL202515_size_20_001,Inactive,-9.3
CHEMBL2030543_size_20_001,Inactive,-6.7
CHEMBL2030543_size_20_002,Inactive,-5.6
CHEMBL2030543_size_20_003,Inactive,-5.5
CHEMBL2030543_size_20_004,Inactive,-3.9
CHEMBL2030543_size_20_005,Inactive,-3.8
CHEMBL2030550_size_20_001,Inactive,-8.4
CHEMBL2030550_size_20_002,Inactive,-7.6
CHEMBL2030550_size_20_003,Inactive,-7.2
CHEMBL2031856_size_20_001,Inactive,-9.1
CHEMBL2031856_size_20_002,Inactive,-8.9
CHEMBL2031856_size_20_003,Inactive,-6.9
CHEMBL2031857_size_20_001,Inactive,-7.5
CHEMBL2031857_size_20_002,Inactive,-5.5
CHEMBL2031858_size_20_001,Inactive,-8.8
CHEMBL2031858_size_20_002,Inactive,-8.6
CHEMBL2031858_size_20_003,Inactive,-7.7
CHEMBL2031859_size_20_001,Inactive,-7
CHEMBL2031859_size_20_002,Inactive,-5.6
CHEMBL2031860_size_20_001,Inactive,-9.7
CHEMBL2031952_size_20_001,Inactive,-7.6
CHEMBL2031952_size_20_002,Inactive,-7.6
CHEMBL2031952_size_20_003,Inactive,-7.5
CHEMBL2031952_size_20_004,Inactive,-6.8
CHEMBL2031953_size_20_001,Inactive,-9.8
CHEMBL2031954_size_20_001,Inactive,-9.3
CHEMBL2031955_size_20_001,Inactive,-9.6
CHEMBL2031955_size_20_002,Inactive,-6.7
CHEMBL2031956_size_20_001,Inactive,-7.6
CHEMBL2031956_size_20_002,Inactive,-7.2
CHEMBL2031956_size_20_003,Inactive,-7.1
CHEMBL2031956_size_20_004,Inactive,-5.4
CHEMBL2031957_size_20_001,Inactive,-8.7
CHEMBL2031957_size_20_002,Inactive,-8.7
CHEMBL2035058_size_20_001,Inactive,-4.9
CHEMBL2035058_size_20_002,Inactive,-3.8
CHEMBL2035058_size_20_003,Inactive,-3.7
CHEMBL2035058_size_20_004,Inactive,-2.3
CHEMBL2035059_size_20_001,Inactive,-5.1
CHEMBL2035059_size_20_002,Inactive,-5.1
CHEMBL2035059_size_20_003,Inactive,-4.8
CHEMBL2035060_size_20_001,Inactive,-6
CHEMBL2035061_size_20_001,Inactive,-5.3
CHEMBL2035061_size_20_002,Inactive,-2.6
CHEMBL2035062_size_20_001,Inactive,-5.3
CHEMBL2035062_size_20_002,Inactive,-4.8
CHEMBL2035062_size_20_003,Inactive,-3.9
CHEMBL2035062_size_20_004,Inactive,-2.8
CHEMBL2035062_size_20_005,Inactive,-2.5
CHEMBL2035063_size_20_001,Inactive,0
CHEMBL2035063_size_20_002,Inactive,0.6
CHEMBL2035063_size_20_003,Inactive,2.5
CHEMBL2035064_size_20_001,Inactive,-3.5
CHEMBL2035064_size_20_002,Inactive,-1.1
CHEMBL2035064_size_20_003,Inactive,-1
CHEMBL2035064_size_20_004,Inactive,-0.6
CHEMBL2035065_size_20_001,Inactive,-4.5
CHEMBL2035066_size_20_001,Inactive,-0.7
CHEMBL2035066_size_20_002,Inactive,-0.1
CHEMBL2035066_size_20_003,Inactive,0.3
CHEMBL2035066_size_20_004,Inactive,0.5
CHEMBL2035067_size_20_001,Inactive,1.4
CHEMBL2036277_size_20_001,Inactive,-6.5
CHEMBL2036277_size_20_002,Inactive,-5.9
CHEMBL2036277_size_20_003,Inactive,-5.7
CHEMBL2036277_size_20_004,Inactive,-5.2
CHEMBL2036277_size_20_005,Inactive,-5.1
CHEMBL2036277_size_20_006,Inactive,-4.9
CHEMBL2036277_size_20_007,Inactive,-4.9
CHEMBL2036277_size_20_008,Inactive,-4.8
CHEMBL2036277_size_20_009,Inactive,-3.7
CHEMBL2036277_size_20_010,Inactive,-3.6
CHEMBL2036278_size_20_001,Inactive,-5.8
CHEMBL2036278_size_20_002,Inactive,-5.7
CHEMBL2036278_size_20_003,Inactive,-5.1
CHEMBL2036278_size_20_004,Inactive,-4.2
CHEMBL2036279_size_20_001,Inactive,-8.6
CHEMBL2036279_size_20_002,Inactive,-8.2
CHEMBL2036279_size_20_003,Inactive,-7.6
CHEMBL2036279_size_20_004,Inactive,-7.1
CHEMBL2036279_size_20_005,Inactive,-7
CHEMBL2036279_size_20_006,Inactive,-6.6
CHEMBL2036279_size_20_007,Inactive,-6.5
CHEMBL2036279_size_20_008,Inactive,-6.3
CHEMBL2036279_size_20_009,Inactive,-5.8
CHEMBL2036280_size_20_001,Inactive,-6.2
CHEMBL2036280_size_20_002,Inactive,-5.8
CHEMBL2036280_size_20_003,Inactive,-5.3
CHEMBL2036280_size_20_004,Inactive,-4.7
CHEMBL2036280_size_20_005,Inactive,-4
CHEMBL2036281_size_20_001,Inactive,-7.9
CHEMBL2036281_size_20_002,Inactive,-7.8
CHEMBL2036281_size_20_003,Inactive,-5.4
CHEMBL2036997_size_20_001,Inactive,-8.9
CHEMBL2036997_size_20_002,Inactive,-8.3
CHEMBL2036997_size_20_003,Inactive,-7
CHEMBL2036997_size_20_004,Inactive,-6.6
CHEMBL2036997_size_20_005,Inactive,-6.3
CHEMBL2037003_size_20_001,Inactive,-8.7
CHEMBL2037003_size_20_002,Inactive,-8.4
CHEMBL2037003_size_20_003,Inactive,-8
CHEMBL2037003_size_20_004,Inactive,-6.6
CHEMBL2037004_size_20_001,Inactive,-9.4
CHEMBL2037004_size_20_002,Inactive,-8.3
CHEMBL2037004_size_20_003,Inactive,-7.6
CHEMBL2037005_size_20_001,Inactive,-8.9
CHEMBL2037005_size_20_002,Inactive,-8.2
CHEMBL2037005_size_20_003,Inactive,-7.6
CHEMBL2037005_size_20_004,Inactive,-6.4
CHEMBL2037005_size_20_005,Inactive,-6.1
CHEMBL2037006_size_20_001,Inactive,-10.3
CHEMBL2037006_size_20_002,Inactive,-9.4
CHEMBL2037006_size_20_003,Inactive,-9
CHEMBL2037006_size_20_004,Inactive,-8.2
CHEMBL2037082_size_20_001,Inactive,-9.5
CHEMBL2037082_size_20_002,Inactive,-9.5
CHEMBL2037082_size_20_003,Inactive,-6.6
CHEMBL2037577_size_20_001,Inactive,-5.9
CHEMBL2037578_size_20_001,Inactive,-7.8
CHEMBL2037579_size_20_001,Inactive,-3.1
CHEMBL2037579_size_20_002,Inactive,-2.9
CHEMBL2037580_size_20_001,Inactive,-6.1
CHEMBL2037581_size_20_001,Inactive,-2.8
CHEMBL2037582_size_20_001,Inactive,-3.2
CHEMBL2037583_size_20_001,Inactive,-3
CHEMBL2037583_size_20_002,Inactive,-0.3
CHEMBL2037584_size_20_001,Inactive,-6.4
CHEMBL2037585_size_20_001,Inactive,-2
CHEMBL2037586_size_20_001,Inactive,-3.4
CHEMBL2037586_size_20_002,Inactive,-3.1
CHEMBL2037586_size_20_003,Inactive,-0.5
CHEMBL2037587_size_20_001,Inactive,-2.4
CHEMBL2037587_size_20_002,Inactive,-2.3
CHEMBL2037587_size_20_003,Inactive,-2
CHEMBL2037587_size_20_004,Inactive,-1.8
CHEMBL2037587_size_20_005,Inactive,-1.5
CHEMBL2037588_size_20_001,Inactive,-2.9
CHEMBL2042814_size_20_001,Inactive,-7
CHEMBL2042814_size_20_002,Inactive,-6.7
CHEMBL2042814_size_20_003,Inactive,-4.4
CHEMBL206285_size_20_001,Inactive,-10
CHEMBL206285_size_20_002,Inactive,-9
CHEMBL206285_size_20_003,Inactive,-8.4
CHEMBL2064741_size_20_001,Inactive,-7.9
CHEMBL2064741_size_20_002,Inactive,-7.8
CHEMBL2064742_size_20_001,Inactive,-8.8
CHEMBL2064742_size_20_002,Inactive,-8.7
CHEMBL2064742_size_20_003,Inactive,-8.7
CHEMBL2064742_size_20_004,Inactive,-8.3
CHEMBL2064743_size_20_001,Inactive,-2.2
CHEMBL2064743_size_20_002,Inactive,-1.3
CHEMBL2064743_size_20_003,Inactive,-1
CHEMBL2064743_size_20_004,Inactive,-0.9
CHEMBL2064743_size_20_005,Inactive,-0.6
CHEMBL2064743_size_20_006,Inactive,-0.3
CHEMBL206578_size_20_001,Inactive,-6.4
CHEMBL206895_size_20_001,Inactive,-5.6
CHEMBL207198_size_20_001,Inactive,-5.6
CHEMBL207318_size_20_001,Inactive,-4.3
CHEMBL207442_size_20_001,Inactive,-9.3
CHEMBL207442_size_20_002,Inactive,-8.7
CHEMBL207449_size_20_001,Inactive,-4.4
CHEMBL207449_size_20_002,Inactive,-4.2
CHEMBL207570_size_20_001,Inactive,-8.6
CHEMBL207570_size_20_002,Inactive,-8
CHEMBL207811_size_20_001,Inactive,-6.3
CHEMBL207887_size_20_001,Inactive,-4.4
CHEMBL207887_size_20_002,Inactive,-4.3
CHEMBL207887_size_20_003,Inactive,-4.1
CHEMBL207887_size_20_004,Inactive,-4
CHEMBL207887_size_20_005,Inactive,-4
CHEMBL207957_size_20_001,Inactive,-5.6
CHEMBL207957_size_20_002,Inactive,-4.4
CHEMBL207957_size_20_003,Inactive,-3.9
CHEMBL208202_size_20_001,Inactive,-1.5
CHEMBL208203_size_20_001,Inactive,-3.5
CHEMBL208203_size_20_002,Inactive,-3.3
CHEMBL208318_size_20_001,Inactive,-5.7
CHEMBL208472_size_20_001,Inactive,-9.4
CHEMBL208472_size_20_002,Inactive,-6.9
CHEMBL208472_size_20_003,Inactive,-6.6
CHEMBL208567_size_20_001,Inactive,-8
CHEMBL208711_size_20_001,Inactive,-8.9
CHEMBL208711_size_20_002,Inactive,-6.7
CHEMBL208755_size_20_001,Inactive,-5.6
CHEMBL209145_size_20_001,Inactive,-4.3
CHEMBL209145_size_20_002,Inactive,-4
CHEMBL209145_size_20_003,Inactive,-3.1
CHEMBL209145_size_20_004,Inactive,-2.2
CHEMBL209595_size_20_001,Inactive,-9.6
CHEMBL210057_size_20_001,Inactive,-8.4
CHEMBL210057_size_20_002,Inactive,-7.7
CHEMBL210372_size_20_001,Inactive,-4.7
CHEMBL210372_size_20_002,Inactive,-4.5
CHEMBL210469_size_20_001,Inactive,-3.2
CHEMBL210873_size_20_001,Inactive,-1.6
CHEMBL210873_size_20_002,Inactive,-1.5
CHEMBL211047_size_20_001,Inactive,-4.3
CHEMBL211047_size_20_002,Inactive,-3.8
CHEMBL211047_size_20_003,Inactive,-3.4
CHEMBL211047_size_20_004,Inactive,-2.9
CHEMBL2112052_size_20_001,Inactive,-7.8
CHEMBL2112052_size_20_002,Inactive,-6.5
CHEMBL2112052_size_20_003,Inactive,-6.5
CHEMBL2112052_size_20_004,Inactive,-5.7
CHEMBL2112994_size_20_001,Inactive,-8.2
CHEMBL2112995_size_20_001,Inactive,-3.1
CHEMBL2112996_size_20_001,Inactive,-5
CHEMBL2112996_size_20_002,Inactive,-2.6
CHEMBL2112997_size_20_001,Inactive,4.1
CHEMBL2112997_size_20_002,Inactive,4.5
CHEMBL2112997_size_20_003,Inactive,5.2
CHEMBL2112998_size_20_001,Inactive,-1.5
CHEMBL2112998_size_20_002,Inactive,-1
CHEMBL2112998_size_20_003,Inactive,-0.8
CHEMBL2112998_size_20_004,Inactive,-0.3
CHEMBL2112999_size_20_001,Inactive,-8.2
CHEMBL2112999_size_20_002,Inactive,-7.4
CHEMBL2112999_size_20_003,Inactive,-7.2
CHEMBL2112999_size_20_004,Inactive,-6.4
CHEMBL2113000_size_20_001,Inactive,-7.3
CHEMBL2113104_size_20_001,Inactive,-7.1
CHEMBL2113104_size_20_002,Inactive,-6.9
CHEMBL2113104_size_20_003,Inactive,-6.5
CHEMBL2113104_size_20_004,Inactive,-6
CHEMBL2113105_size_20_001,Inactive,-7.8
CHEMBL2113105_size_20_002,Inactive,-7.1
CHEMBL2113105_size_20_003,Inactive,-6.5
CHEMBL2113105_size_20_004,Inactive,-5.5
CHEMBL2113105_size_20_005,Inactive,-4.8
CHEMBL2113106_size_20_001,Inactive,-8.3
CHEMBL2113106_size_20_002,Inactive,-7.7
CHEMBL2113106_size_20_003,Inactive,-5.9
CHEMBL2113106_size_20_004,Inactive,-5.6
CHEMBL2113107_size_20_001,Inactive,-7.4
CHEMBL2113107_size_20_002,Inactive,-6.2
CHEMBL2113108_size_20_001,Inactive,-8.5
CHEMBL2113108_size_20_002,Inactive,-7.5
CHEMBL2113108_size_20_003,Inactive,-6
CHEMBL2113109_size_20_001,Inactive,-7.7
CHEMBL2113109_size_20_002,Inactive,-6.9
CHEMBL2113109_size_20_003,Inactive,-6.2
CHEMBL2113109_size_20_004,Inactive,-5.8
CHEMBL211473_size_20_001,Inactive,-1.1
CHEMBL211473_size_20_002,Inactive,-0.5
CHEMBL211473_size_20_003,Inactive,0
CHEMBL211473_size_20_004,Inactive,0.2
CHEMBL211501_size_20_001,Inactive,-4.3
CHEMBL211963_size_20_001,Inactive,-7.8
CHEMBL211963_size_20_002,Inactive,-7.8
CHEMBL211963_size_20_003,Inactive,-5.1
CHEMBL212023_size_20_001,Inactive,-9
CHEMBL212023_size_20_002,Inactive,-7.5
CHEMBL212023_size_20_003,Inactive,-6.7
CHEMBL212591_size_20_001,Inactive,-8.7
CHEMBL212591_size_20_002,Inactive,-8.1
CHEMBL212591_size_20_003,Inactive,-7.8
CHEMBL212591_size_20_004,Inactive,-6.9
CHEMBL212666_size_20_001,Inactive,-8.7
CHEMBL212666_size_20_002,Inactive,-8
CHEMBL212666_size_20_003,Inactive,-7.5
CHEMBL212808_size_20_001,Inactive,-8.4
CHEMBL212808_size_20_002,Inactive,-7.9
CHEMBL212911_size_20_001,Inactive,-8.5
CHEMBL212911_size_20_002,Inactive,-7.2
CHEMBL212911_size_20_003,Inactive,-6.4
CHEMBL212993_size_20_001,Inactive,-8.3
CHEMBL212993_size_20_002,Inactive,-7.3
CHEMBL212993_size_20_003,Inactive,-5.9
CHEMBL212993_size_20_004,Inactive,-5.8
CHEMBL213132_size_20_001,Inactive,-8
CHEMBL213132_size_20_002,Inactive,-7.6
CHEMBL213132_size_20_003,Inactive,-7.6
CHEMBL213132_size_20_004,Inactive,-7.2
CHEMBL213132_size_20_005,Inactive,-6
CHEMBL213314_size_20_001,Inactive,-8.9
CHEMBL213314_size_20_002,Inactive,-7.4
CHEMBL213315_size_20_001,Inactive,-9.6
CHEMBL213315_size_20_002,Inactive,-7.1
CHEMBL213361_size_20_001,Inactive,-9.2
CHEMBL213361_size_20_002,Inactive,-9
CHEMBL213410_size_20_001,Inactive,-7.7
CHEMBL213410_size_20_002,Inactive,-7.4
CHEMBL213410_size_20_003,Inactive,-7.3
CHEMBL213410_size_20_004,Inactive,-7
CHEMBL213410_size_20_005,Inactive,-6.9
CHEMBL213410_size_20_006,Inactive,-6.1
CHEMBL213410_size_20_007,Inactive,-5.8
CHEMBL213410_size_20_008,Inactive,-5.2
CHEMBL213411_size_20_001,Inactive,-8.3
CHEMBL213411_size_20_002,Inactive,-8.1
CHEMBL213411_size_20_003,Inactive,-8
CHEMBL213411_size_20_004,Inactive,-8
CHEMBL213435_size_20_001,Inactive,-7.9
CHEMBL213524_size_20_001,Inactive,-9.5
CHEMBL213524_size_20_002,Inactive,-8.1
CHEMBL213547_size_20_001,Inactive,-8.6
CHEMBL213547_size_20_002,Inactive,-7.1
CHEMBL213876_size_20_001,Inactive,-5.6
CHEMBL213876_size_20_002,Inactive,-3
CHEMBL213877_size_20_001,Inactive,-9.6
CHEMBL213877_size_20_002,Inactive,-8.6
CHEMBL213877_size_20_003,Inactive,-7.3
CHEMBL2139695_size_20_001,Inactive,-6.1
CHEMBL2139695_size_20_002,Inactive,-6.1
CHEMBL2139695_size_20_003,Inactive,-5.9
CHEMBL2139695_size_20_004,Inactive,-5.9
CHEMBL2139695_size_20_005,Inactive,-5.8
CHEMBL2139695_size_20_006,Inactive,-5.2
CHEMBL2139695_size_20_007,Inactive,-4
CHEMBL2140162_size_20_001,Inactive,-5.4
CHEMBL2140162_size_20_002,Inactive,-5.2
CHEMBL2140162_size_20_003,Inactive,-5
CHEMBL2140162_size_20_004,Inactive,-4.7
CHEMBL2140162_size_20_005,Inactive,-3.7
CHEMBL214026_size_20_001,Inactive,-8.8
CHEMBL214026_size_20_002,Inactive,-7.9
CHEMBL214026_size_20_003,Inactive,-7.9
CHEMBL214026_size_20_004,Inactive,-6.7
CHEMBL2143932_size_20_001,Inactive,-5.6
CHEMBL2143932_size_20_002,Inactive,-4.8
CHEMBL2143932_size_20_003,Inactive,-4.7
CHEMBL2143932_size_20_004,Inactive,-4.4
CHEMBL2143932_size_20_005,Inactive,-3.8
CHEMBL2143932_size_20_006,Inactive,-3.8
CHEMBL214394_size_20_001,Inactive,-8.6
CHEMBL214394_size_20_002,Inactive,-8.1
CHEMBL214394_size_20_003,Inactive,-7.5
CHEMBL214719_size_20_001,Inactive,-6.5
CHEMBL214719_size_20_002,Inactive,-4.8
CHEMBL2147415_size_20_001,Inactive,-8.6
CHEMBL2147415_size_20_002,Inactive,-8.5
CHEMBL2147415_size_20_003,Inactive,-6.4
CHEMBL2147416_size_20_001,Inactive,-7.2
CHEMBL2147416_size_20_002,Inactive,-5.4
CHEMBL2147416_size_20_003,Inactive,-5.3
CHEMBL2147417_size_20_001,Inactive,-6.2
CHEMBL2147417_size_20_002,Inactive,-5.9
CHEMBL2147418_size_20_001,Inactive,-6.8
CHEMBL2147418_size_20_002,Inactive,-6.3
CHEMBL2147418_size_20_003,Inactive,-5.8
CHEMBL2147418_size_20_004,Inactive,-4.5
CHEMBL2147419_size_20_001,Inactive,-8.3
CHEMBL2147419_size_20_002,Inactive,-6.4
CHEMBL2147420_size_20_001,Inactive,-9.2
CHEMBL2147420_size_20_002,Inactive,-7.3
CHEMBL2147421_size_20_001,Inactive,-7.4
CHEMBL2147421_size_20_002,Inactive,-6.5
CHEMBL2147421_size_20_003,Inactive,-5.8
CHEMBL2147422_size_20_001,Inactive,-8.9
CHEMBL2147422_size_20_002,Inactive,-7.6
CHEMBL2147423_size_20_001,Inactive,-8.5
CHEMBL2147423_size_20_002,Inactive,-8.2
CHEMBL2147423_size_20_003,Inactive,-7.7
CHEMBL2147423_size_20_004,Inactive,-7.5
CHEMBL2147423_size_20_005,Inactive,-6.4
CHEMBL2147423_size_20_006,Inactive,-6.3
CHEMBL2147423_size_20_007,Inactive,-5.9
CHEMBL2147424_size_20_001,Inactive,-3.3
CHEMBL2147424_size_20_002,Inactive,-2.2
CHEMBL2147424_size_20_003,Inactive,-1
CHEMBL2147424_size_20_004,Inactive,-0.4
CHEMBL215126_size_20_001,Inactive,-9.1
CHEMBL215126_size_20_002,Inactive,-7.7
CHEMBL215126_size_20_003,Inactive,-7.1
CHEMBL215126_size_20_004,Inactive,-6.6
CHEMBL215127_size_20_001,Inactive,-7
CHEMBL215127_size_20_002,Inactive,-6.6
CHEMBL215127_size_20_003,Inactive,-4.9
CHEMBL215127_size_20_004,Inactive,-4.6
CHEMBL215245_size_20_001,Inactive,-8.7
CHEMBL215245_size_20_002,Inactive,-8.5
CHEMBL215245_size_20_003,Inactive,-6.9
CHEMBL215245_size_20_004,Inactive,-6.6
CHEMBL2153833_size_20_001,Inactive,-7.5
CHEMBL2153833_size_20_002,Inactive,-6.8
CHEMBL2153833_size_20_003,Inactive,-5.6
CHEMBL2153834_size_20_001,Inactive,-7.8
CHEMBL2153834_size_20_002,Inactive,-6.5
CHEMBL2153834_size_20_003,Inactive,-5.2
CHEMBL2153836_size_20_001,Inactive,-7.6
CHEMBL2153836_size_20_002,Inactive,-6.5
CHEMBL2153836_size_20_003,Inactive,-6.5
CHEMBL2153836_size_20_004,Inactive,-6.4
CHEMBL2153838_size_20_001,Inactive,-6.3
CHEMBL2153838_size_20_002,Inactive,-6.3
CHEMBL2153838_size_20_003,Inactive,-4.9
CHEMBL2153838_size_20_004,Inactive,-3.9
CHEMBL2153840_size_20_001,Inactive,-7.2
CHEMBL2153840_size_20_002,Inactive,-6.5
CHEMBL2153840_size_20_003,Inactive,-5.1
CHEMBL2153841_size_20_001,Inactive,-7.6
CHEMBL2153841_size_20_002,Inactive,-7.3
CHEMBL2153841_size_20_003,Inactive,-7.1
CHEMBL2153841_size_20_004,Inactive,-6.6
CHEMBL2153841_size_20_005,Inactive,-6.6
CHEMBL2153842_size_20_001,Inactive,-9.2
CHEMBL2153842_size_20_002,Inactive,-7.1
CHEMBL2153843_size_20_001,Inactive,-7.6
CHEMBL2153843_size_20_002,Inactive,-7.5
CHEMBL2153843_size_20_003,Inactive,-7.3
CHEMBL2153843_size_20_004,Inactive,-6.8
CHEMBL2153843_size_20_005,Inactive,-5.2
CHEMBL215582_size_20_001,Inactive,-8.5
CHEMBL215582_size_20_002,Inactive,-8.5
CHEMBL215582_size_20_003,Inactive,-8.2
CHEMBL215605_size_20_001,Inactive,-9.1
CHEMBL215605_size_20_002,Inactive,-8
CHEMBL215701_size_20_001,Inactive,-8.2
CHEMBL215701_size_20_002,Inactive,-7.4
CHEMBL2158012_size_20_001,Inactive,-8.8
CHEMBL215812_size_20_001,Inactive,-7.7
